iter	Logloss
0	0.6687736441
1	0.651260305
2	0.6341767141
3	0.6183044325
4	0.600779714
5	0.5839049814
6	0.5666268866
7	0.5543772747
8	0.5419769659
9	0.5311207201
10	0.5210873466
11	0.512134469
12	0.5003739469
13	0.4913075348
14	0.4777659991
15	0.46932031
16	0.46296037
17	0.4556626719
18	0.4487413602
19	0.4436345569
20	0.4374610134
21	0.4305942095
22	0.4244325042
23	0.4182827128
24	0.4124796755
25	0.4078546586
26	0.4039523761
27	0.3992374822
28	0.3951961226
29	0.3913411598
30	0.386223698
31	0.3821979944
32	0.3788194713
33	0.3752477903
34	0.3722829296
35	0.3684711149
36	0.3647827161
37	0.3622988491
38	0.3577121575
39	0.3556733675
40	0.3530168504
41	0.3505155678
42	0.348567903
43	0.3469285224
44	0.3449769413
45	0.3433232837
46	0.3418341873
47	0.3404215655
48	0.3379127664
49	0.3362241321
50	0.3341023891
51	0.3327023059
52	0.3315983126
53	0.3295969691
54	0.328284666
55	0.3270124337
56	0.3255753724
57	0.323067325
58	0.3219031428
59	0.3211117405
60	0.3195622271
61	0.3187321622
62	0.3180382308
63	0.3173144887
64	0.3158116658
65	0.3148461755
66	0.3138704897
67	0.3129038511
68	0.3116633451
69	0.3103878156
70	0.3094001621
71	0.3086486156
72	0.3080176257
73	0.3073214359
74	0.3068588661
75	0.3062285132
76	0.3056672032
77	0.3048877027
78	0.3042081529
79	0.3033733215
80	0.3027906198
81	0.3012133284
82	0.3008133753
83	0.3001362238
84	0.299660048
85	0.2991068436
86	0.2983517887
87	0.2980505846
88	0.2974505088
89	0.2969382126
90	0.2966451462
91	0.2961155793
92	0.2954579894
93	0.2948281068
94	0.2944362425
95	0.2941066485
96	0.2934902326
97	0.2932058885
98	0.2929096286
99	0.2923979171
100	0.2919914856
101	0.291600591
102	0.2913531713
103	0.2909505042
104	0.2905419684
105	0.2902389476
106	0.2898530649
107	0.2895606245
108	0.2893322135
109	0.2888404238
110	0.2884481326
111	0.288088153
112	0.2877077988
113	0.287469472
114	0.2871926986
115	0.2868651628
116	0.2865812232
117	0.2863588043
118	0.2860445423
119	0.2857135357
120	0.2853712271
121	0.2850178431
122	0.2846284971
123	0.2843187379
124	0.2839898505
125	0.2836622697
126	0.2833612665
127	0.2831242286
128	0.2827121871
129	0.2824202514
130	0.2821612468
131	0.2819226378
132	0.2816625122
133	0.2814439203
134	0.2811918827
135	0.2809418757
136	0.2805982222
137	0.2804230919
138	0.2801856721
139	0.2799835055
140	0.2796754302
141	0.2794915291
142	0.2791969297
143	0.2789763689
144	0.2787477098
145	0.2784457394
146	0.2780625805
147	0.277794558
148	0.2774659228
149	0.27715002
150	0.2768656156
151	0.2766302579
152	0.2762569304
153	0.2760405444
154	0.2757729968
155	0.275756138
156	0.2754808108
157	0.2752860645
158	0.2751259219
159	0.2749243127
160	0.2746361635
161	0.2744285654
162	0.2742664541
163	0.2740455189
164	0.273826474
165	0.2736163164
